t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2453.039,-3.125e-05,-9.730036,-0.04309563,-0.02873042,0.1800297,-0.02024002,0.02024002,897,-665,479
2453.043,0.003875,-9.706094,-0.09097966,-0.08140286,0.1842907,-0.01704423,0.01597897,909,-611,474
2453.047,0.00778125,-9.749189,-0.1244985,-0.08140286,0.1885518,-0.0149137,0.01171791,921,-646,525
2453.051,0.0116875,-9.71567,-0.1101333,-0.1292869,0.1874865,-0.01278317,0.00958738,893,-633,453
2453.055,0.01559375,-9.672575,-0.08140286,-0.07661445,0.1917476,-0.01278317,0.006391587,893,-642,494
2453.059,0.0195,-9.763554,-0.05746084,-0.1101333,0.1938781,-0.01065264,0.003195793,862,-635,520
2453.062,0.02340625,-9.77792,-0.04788403,-0.1101333,0.1938781,-0.008522115,0.002130529,883,-663,498
2453.066,0.0273125,-9.801862,-0.02873042,-0.07182605,0.1917476,-0.00958738,-0.001065264,901,-604,479
2453.07,0.03121875,-9.77792,-0.05746084,-0.07182605,0.1928129,-0.004261058,-0.003195793,874,-625,508
2453.074,0.035125,-9.825804,-0.04309563,-0.1053449,0.1885518,-0.002130529,-0.005326322,906,-606,467
2453.078,0.03903125,-9.864111,-0.02873042,-0.08140286,0.1864213,-0.005326322,-0.007456851,850,-617,471
2453.082,0.0429375,-9.792285,-0.08619126,-0.08619126,0.1832255,-0.003195793,-0.007456851,879,-646,465
2453.086,0.04684375,-9.801862,-0.04788403,-0.09097966,0.1757686,-0.008522115,-0.01065264,879,-668,472
2453.09,0.05075,-9.763554,-0.02394202,-0.04788403,0.169377,-0.007456851,-0.0149137,896,-645,496
2453.094,0.05465625,-9.744401,0.03830723,-0.009576807,0.1619202,-0.01065264,-0.01384844,886,-608,472
2453.098,0.0585625,-9.77792,0.02394202,-0.07182605,0.1565939,-0.00958738,-0.01704423,895,-646,491
2453.102,0.06246875,-9.71567,0.1053449,-0.03351882,0.1480718,-0.01171791,-0.01597897,882,-629,469
2453.105,0.066375,-9.744401,0.1053449,-0.04309563,0.1384844,-0.01065264,-0.01704423,902,-639,440
2453.109,0.07028125,-9.753978,0.1197101,0.009576807,0.1310275,-0.00958738,-0.0181095,921,-638,476
2453.113,0.0741875,-9.696517,0.1580173,-0.01436521,0.1225054,-0.005326322,-0.0181095,911,-617,457
2453.117,0.07809375,-9.691728,0.1628057,-0.01915361,0.1139833,-0.006391587,-0.0181095,865,-589,448
2453.121,0.082,-9.691728,0.1819593,-0.02394202,0.1033307,-0.002130529,-0.01597897,860,-652,474
2453.125,0.08590625,-9.691728,0.2202666,0.01436521,0.09374327,-0.006391587,-0.01917476,899,-676,500
2453.129,0.0898125,-9.634267,0.248997,-0.02394202,0.08415589,-0.006391587,-0.0181095,887,-606,502
2453.133,0.09371875,-9.667786,0.2346318,-0.04309563,0.07350325,0,-0.01704423,899,-642,498
2453.137,0.097625,-9.662998,0.2394202,-0.08619126,0.0628506,0.002130529,-0.0181095,917,-618,489
2453.141,0.1015313,-9.658209,0.2537854,-0.07182605,0.05219796,0.005326322,-0.01917476,918,-628,483
2453.145,0.1054375,-9.691728,0.225055,-0.07661445,0.04154531,0.004261058,-0.01917476,893,-621,522
2453.148,0.1093438,-9.706094,0.225055,-0.08619126,0.03195793,0.005326322,-0.02024002,910,-631,501
2453.152,0.11325,-9.734824,0.2154781,-0.1532289,0.02130529,0.004261058,-0.02343582,918,-652,481
2453.156,0.1171563,-9.749189,0.1915361,-0.1292869,0.01065264,0.008522115,-0.02130529,877,-583,498
2453.16,0.1210625,-9.734824,0.1628057,-0.1915361,0.003195793,0.00958738,-0.02237055,858,-659,482
2453.164,0.1249688,-9.753978,0.1244985,-0.248997,-0.008522115,0.008522115,-0.02343582,898,-640,503
2453.168,0.128875,-9.749189,0.08140286,-0.1915361,-0.01917476,0.01065264,-0.02343582,888,-606,498
2453.172,0.1327813,-9.80665,0.1005565,-0.2106897,-0.02556635,0.0149137,-0.02663161,894,-636,467
2453.176,0.1366875,-9.739612,0.03351882,-0.2394202,-0.03195793,0.01384844,-0.02876214,874,-630,510
2453.18,0.1405938,-9.758766,0.01436521,-0.2585738,-0.03515373,0.0149137,-0.02769688,884,-642,492
2453.184,0.1445,-9.749189,-0.02394202,-0.320823,-0.03728426,0.0149137,-0.0330232,899,-663,481
2453.188,0.1484063,-9.782708,-0.08619126,-0.296881,-0.03515373,0.0181095,-0.03195793,848,-643,485
2453.191,0.1523125,-9.792285,-0.07661445,-0.2777274,-0.03728426,0.02024002,-0.03621899,876,-649,460
