t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2494.645,0,-8.973468,-0.2585738,4.266467,-0.0181095,0.001065264,0,282,-1056,57
2494.648,0.00390625,-8.973468,-0.2202666,4.261679,-0.01917476,0.002130529,0,252,-967,55
2494.652,0.0078125,-8.987833,-0.2681506,4.266467,-0.01597897,0.005326322,0.001065264,247,-978,-23
2494.656,0.01171875,-8.963891,-0.272939,4.261679,-0.01597897,0.002130529,0.001065264,300,-1046,10
2494.66,0.015625,-9.030929,-0.2777274,4.261679,-0.0181095,0.003195793,0,310,-1037,65
2494.664,0.01953125,-8.992621,-0.2154781,4.252102,-0.02024002,0.005326322,0.002130529,253,-1024,44
2494.668,0.0234375,-8.99741,-0.2442086,4.280833,-0.0149137,0.003195793,0,271,-992,27
2494.672,0.02734375,-8.963891,-0.272939,4.22816,-0.0181095,0.001065264,0.001065264,315,-968,6
2494.676,0.03125,-8.973468,-0.2777274,4.256891,-0.01917476,0.005326322,0.001065264,284,-990,45
2494.68,0.03515625,-8.992621,-0.2825158,4.22816,-0.01917476,0.004261058,0.002130529,237,-1023,56
2494.684,0.0390625,-9.016563,-0.2681506,4.261679,-0.02024002,0,0.003195793,276,-1011,37
2494.688,0.04296875,-9.045294,-0.2537854,4.22816,-0.02130529,0.001065264,0.001065264,255,-980,-3
2494.691,0.046875,-9.011775,-0.2633622,4.256891,-0.02130529,0.002130529,0,289,-1081,17
2494.695,0.05078125,-9.011775,-0.2681506,4.247314,-0.01917476,-0.001065264,0.001065264,309,-1022,14
2494.699,0.0546875,-9.02614,-0.3016694,4.237737,-0.02237055,-0.001065264,0.002130529,259,-1034,61
2494.703,0.05859375,-8.983045,-0.272939,4.189853,-0.02237055,-0.001065264,0.002130529,266,-963,17
2494.707,0.0625,-9.035717,-0.3256114,4.189853,-0.02237055,0,0.002130529,320,-1017,-2
2494.711,0.06640625,-9.054871,-0.2585738,4.204218,-0.02024002,-0.002130529,0.001065264,275,-1024,-24
2494.715,0.0703125,-9.02614,-0.2873042,4.232949,-0.02343582,-0.002130529,0.002130529,320,-1017,35
2494.719,0.07421875,-8.983045,-0.296881,4.247314,-0.02343582,0,0.003195793,224,-991,31
2494.723,0.078125,-8.987833,-0.2585738,4.242525,-0.02450108,-0.005326322,0.004261058,248,-1018,-8
2494.727,0.08203125,-8.983045,-0.3256114,4.185065,-0.02237055,-0.004261058,0.003195793,282,-1034,-2
2494.73,0.0859375,-9.02614,-0.3064578,4.232949,-0.02450108,-0.001065264,0.002130529,274,-1018,29
2494.734,0.08984375,-8.911219,-0.2681506,4.271256,-0.02343582,-0.005326322,0.002130529,264,-1024,35
2494.738,0.09375,-8.935161,-0.320823,4.223372,-0.02130529,-0.005326322,0.003195793,274,-966,-15
2494.742,0.09765625,-8.954314,-0.3303998,4.276044,-0.02343582,0.001065264,0.004261058,318,-984,28
2494.746,0.1015625,-8.968679,-0.3016694,4.276044,-0.02237055,0.001065264,0.003195793,313,-1011,-25
2494.75,0.1054688,-8.949526,-0.2825158,4.19943,-0.01917476,0,0.003195793,317,-1010,56
2494.754,0.109375,-8.944737,-0.3160346,4.252102,-0.02024002,-0.002130529,0.004261058,250,-987,46
2494.758,0.1132812,-8.978256,-0.3303998,4.271256,-0.0181095,0,0.002130529,218,-991,-16
2494.762,0.1171875,-9.011775,-0.3064578,4.185065,-0.0149137,-0.001065264,0.003195793,349,-1010,-18
2494.766,0.1210938,-9.021352,-0.3351882,4.252102,-0.01384844,-0.003195793,0.001065264,318,-1020,36
2494.77,0.125,-9.016563,-0.3303998,4.232949,-0.01384844,-0.002130529,0.004261058,252,-1042,47
2494.773,0.1289062,-9.021352,-0.3064578,4.185065,-0.01384844,-0.002130529,0.002130529,240,-972,34
2494.777,0.1328125,-9.054871,-0.320823,4.242525,-0.01278317,-0.005326322,0.001065264,256,-986,2
2494.781,0.1367188,-9.002198,-0.3016694,4.19943,-0.01171791,-0.002130529,0.002130529,275,-1064,19
2494.785,0.140625,-9.006987,-0.2537854,4.194641,-0.01278317,-0.005326322,0.002130529,317,-1025,18
2494.789,0.1445312,-9.050082,-0.2825158,4.252102,-0.00958738,-0.005326322,0.002130529,286,-985,38
2494.793,0.1484375,-9.021352,-0.2442086,4.209007,-0.00958738,-0.004261058,0,237,-973,-14
2494.797,0.1523438,-8.992621,-0.3160346,4.204218,-0.01065264,-0.004261058,0.003195793,291,-942,-3
2494.801,0.15625,-9.011775,-0.2873042,4.204218,-0.007456851,-0.006391587,0,307,-1046,43
2494.805,0.1601562,-8.992621,-0.272939,4.204218,-0.007456851,-0.008522115,-0.001065264,245,-1018,59
2494.809,0.1640625,-9.050082,-0.344765,4.242525,-0.00958738,-0.006391587,0.002130529,259,-955,43
2494.812,0.1679688,-9.059659,-0.2920926,4.247314,-0.007456851,-0.008522115,-0.001065264,284,-995,-9
2494.816,0.171875,-9.002198,-0.2873042,4.19943,-0.002130529,-0.01278317,-0.002130529,333,-1031,-31
2494.82,0.1757812,-9.040505,-0.3639187,4.22816,-0.007456851,-0.01171791,-0.002130529,297,-1050,40
2494.824,0.1796875,-9.011775,-0.2777274,4.242525,-0.006391587,-0.008522115,-0.002130529,258,-1033,44
2494.828,0.1835938,-9.040505,-0.3160346,4.22816,-0.004261058,-0.01278317,-0.001065264,226,-965,-23
2494.832,0.1875,-9.006987,-0.3303998,4.237737,-0.005326322,-0.01278317,0,270,-1003,0
